id,clarification_question
324164,"i'm afraid i cannot understand what you're trying to ask . your question seems to say "" if i decide i have lognormal variables , . . . how can i know whether they are lognormally distributed ?"
323957,do you get the same output if you rerun the * same * model several times ?
324078,"an interesting first question ! but note that those links are going to change over time , and possibly go dead ( we have a serious problem with link-rot in our older questions unfortunately ) . to keep this self-contained and more relevant for future readers , do you think you could extract the key quotes ?"
324133,"what do you mean by "" assume $ x_i $ "" in the last sentence ?"
323797,have you considered survival analysis ( aka reliability analysis in engineering ) ?
320405,"in what way do you think , intend , plan or hope ( whatever your objective ) that the result of your above expectation / integration of the closest order statistic to $ alpha $ will be materially different than $ alpha $ itself ?"
51844,"judging from this quotation , the paper is written at a very abstract level and is intended for people who are ( a ) knowledgeable about statistical problems in the first place and ( b ) conversant with the theory of hilbert and banach spaces and functional analysis . it sounds like this does not match your background--your questions have to do with linear operators , not statistics--and so you would be better off reading a different introduction to statistics . might i suggest [ searching our site ] ( url ) for recommendations ?"
324315,you don't think proofs help with understanding the underlying ideas ?
324348,how are you fitting the mixture model . . is it em ?
324138,can you clarify that the first and second set of samples are independent based on separate sets of observations ?
324409,is ` var1 ` categorical ?
324457,"also , what is chf , and who are you referring to when you say * they * ?"
324475,the parent sets are the smaller sets from which a larger set is created ?
324474,do you mean that the probability of 'success' ( y = 1 ) decreases as the continuous variable moves away from 0 in both directions ( positive & negative ) ?
324497,for the 2015 data you know the outcome ( labeled ) . is the 2016 data labeled as well or do you want to predict instances in that data set ?
324512,"as a thought experiment , imagine $ x sim text { u } ( 0 , 1 ) $ , and you find out that $ x 0 . 5 $ . what do you suppose the conditional distribution of $ x : x in ( 0 , 0 . 5 ) $ is ?"
324517,can you get the aic for the ols model ( ` aic ( mod ) ` ) ?
324516,this seems like folklore . there are several papers that argue there is not too much difference between classifiers performance . can you explain how you believe feature engineering contradicts no free lunch ?
324686,are you sure you have correctly formulated the equations ?
324709,"i do not really get up your idea . however , are you looking for how many possible joint distribution function that can be constructed from those margins ?"
29580,maybe regularized regression is just not enough ?
324750,"you seem to be rather interested in anomaly detection then hypothesis testing , aren t you ?"
324595,please give more information on a . can one person have mot then one event a ?
324862,"what do you mean by "" $ x $ "" ?"
324888,is treatment a between-pair or within-pair factor ?
324915,is the current output necessarily a problem ?
324930,do you mean besides the [ nine methods offered in ` r ` ?
278881,consider working on the log-scale with differences ( differences of logs = logs of ratios ) . . . . i should check -- the controls are not the same creatures as the treated right ( i . e . this is not pre-treatment / post-treatment right ?
